region,gender,age,education,race,uscitizen,maritalstatus,religion,religionattend,partyid,income,politics,hhsize,employstatus,extraversion,pextraversion,agreeableness,pagreeableness,conscientiousness,pconscientiousness,openness,popenness,neuroticism,pneuroticism,needforcognition,pneedforcognition,agency,pagency,communion,pcommunion,minimalism,pminimalism,bes,pbes,green,pgreen,crt2,pcrt2,fluid,pfluid,crystallized,pcrystallized,syllogism,psyllogism,actual,pactual,overconfidence,poverconfidence,overplacement,poverplacement,ultimatum_sender,pultimatum_sender,ultimatum_accepted,pultimatum_accepted,mentalaccounting,pmentalaccounting,socialdesirability,psocialdesirability,conscientiousness_w2,pconscientiousness_w2,anxiety,panxiety,hi,phi,hc,phc,vi,pvi,vc,pvc,finliteracy,pfinliteracy,numeracy,pnumeracy,deductive,pdeductive,forwardflow,pforwardflow,discount,pdiscount,presentbias,ppresentbias,riskaversion,priskaversion,lossaversion,plossaversion,trustgame_sender,ptrustgame_sender,trustgame_receiver,ptrustgame_receiver,rfs,prfs,sttw,psttw,depression,pdepression,cnfu,pcnfu,selfmonitor,pselfmonitor,scc,pscc,needforclosure,pneedforclosure,maximization,pmaximization,wason,pwason,dictator_sender,pdictator_sender
Northeast,Male,50-64,Associate's degree,White,Yes,Married,Agnostic,Never,Republican,"$75,000-$100,000",Conservative,4,Part-time employment,1.375,7,3.444,27,4.111,58,2.7,8,2.625,51,2.722,20,3.5,13,7.25,59,3.417,48,3.5,26,1.667,7,2,59,4,100,5,37,8,71,19,69,-4,3,-13,4,60,93,83.333,70,75,70,0,13,5,26,7,52,4.75,82,3.5,32,3.5,81,4.25,74,4,31,7,80,4,100,0.779,19,None,None,None,None,None,None,None,None,100,100,55,89,4.9,53,7,10,9,54,2.25,43,2,6,4.333,72,4.667,98,2.833,34,2,65,40,81
South,Male,50-64,College graduate/some postgrad,White,Yes,Married,Other,Never,Democrat,"$75,000-$100,000",Very liberal,2,Full-time employment,4.375,95,5,100,5,100,5,100,1.125,7,4.556,93,3.25,8,8.75,97,4.417,91,4.5,86,5,100,3,88,2,71,6,49,5,32,16,49,9,31,5,72,100,100,50,10,75,70,8,74,8,100,0,12,4.5,67,5,100,1.5,11,5,100,6,91,6,61,4,100,0.784,21,0,40,0,52,0.1,53,None,None,60,77,59,92,5.5,84,9,29,0,9,3.333,83,3.385,93,4.833,91,3.533,50,3,45,2,65,60,97
South,Female,30-49,College graduate/some postgrad,White,Yes,Never been married,Other,Once or twice a month,Democrat,"$50,000-$75,000",Liberal,1,Full-time employment,1.5,10,4.222,68,3.333,24,3.9,59,4,89,4.056,79,3.917,24,6.417,31,3.333,45,4.5,86,5,100,3,88,0,26,7,64,6,49,16,49,4,14,-2,29,40,65,100,100,75,70,3,31,6,36,12,70,5,100,4.75,91,1.25,6,4.5,84,5,57,3,20,4,100,0.864,87,1.714,45,0.112,83,0.244,74,0.66,30,40,61,35,32,4.3,19,22,99,36,97,2.333,47,2.692,46,2.417,15,3.267,34,2.5,18,2,65,40,81
South,Female,30-49,Postgraduate,Black,Yes,Never been married,Protestant,Once a week,Democrat,"$50,000-$75,000",Moderate,2,Full-time employment,2.875,52,4,56,3.889,47,3.1,18,2.375,42,2.944,27,5.083,59,7.167,56,3,30,3.2,13,3.833,59,3,88,1,55,6,49,5,32,15,42,27,98,12,93,40,65,100,100,75,70,8,74,2,8,2,25,4.75,82,3.5,32,3.75,88,3,22,4,31,2,11,4,100,0.792,25,-0.333,3,0.11,82,0.111,56,None,None,20,25,31,22,4.5,29,9,29,2,21,3,72,2.308,17,3,31,3.133,26,3.5,73,2,65,40,81
West,Female,18-29,Associate's degree,Hispanic,Yes,Never been married,Nothing in particular,Never,Democrat,"$50,000-$75,000",Moderate,3,Student,2.25,30,4.333,73,3.444,28,3.5,36,3.5,77,2.389,13,6.5,86,7.917,82,3.5,52,4.5,86,2.333,16,0,12,1,55,3,17,5,32,9,8,21,91,-2,29,0,6,100,100,75,70,8,74,5,26,14,75,4.75,82,4.75,91,2.75,55,3.75,50,4,31,8,100,4,100,0.707,3,1501199875790620.25,96,0.083,76,0.317,81,None,None,0,13,0,7,5.1,65,10,39,21,84,1.583,20,2.923,64,2.5,17,3.733,63,3,45,2,65,0,11
Midwest,Female,30-49,Postgraduate,White,Yes,Married,Atheist,Never,Democrat,"$75,000-$100,000",Very liberal,3,Full-time employment,3.875,87,4.111,62,2.667,7,3.6,41,3.375,74,3.944,74,4.417,40,7.25,59,2.167,7,4.45,84,3.167,35,3,88,0,26,8,82,10,92,21,80,-1,5,0,41,60,93,100,100,50,32,1,18,0,2,20,86,2,1,4.25,72,2.5,45,4.25,74,6,91,8,100,4,100,0.857,82,376.87,68,-0.006,19,0.261,76,0.701,33,100,100,40,42,4.6,35,21,97,32,95,3,72,2.846,58,2.583,20,3.4,42,2.667,26,3,96,60,97
South,Female,50-64,College graduate/some postgrad,White,Yes,Married,Nothing in particular,Seldom,Republican,"$100,000 or more",Conservative,2,Full-time employment,3.75,83,4.333,73,4.444,72,4.3,78,2.125,32,3.778,66,5.167,61,7.5,68,4.5,92,2.95,7,4,68,1,38,4,100,9,100,5,32,19,69,18,82,1,43,40,65,83.333,70,100,100,10,88,8,100,1,19,4,40,3.25,22,3,65,3.25,29,6,91,4,33,4,100,0.831,59,0,40,0,52,0.067,50,None,None,20,25,45,66,4.1,11,20,94,6,41,3.583,89,2.846,58,4.333,72,2.867,16,3.167,55,2,65,60,97
South,Female,65+,"Some college, no degree",White,Yes,Never been married,Other,Seldom,Democrat,"$75,000-$100,000",Liberal,3,Full-time employment,3,57,4.444,78,3.889,47,3.9,59,3.125,68,2.667,19,3.667,17,8.333,91,3.333,45,3.95,55,4.333,81,1,38,1,55,8,82,6,49,16,49,9,31,-5,21,40,65,83.333,70,100,100,5,48,8,100,10,64,3.5,17,4,60,1.25,6,4.25,74,5,57,0,1,4,100,0.793,26,16302.551,84,-0.028,13,-0.172,11,None,None,40,61,67,97,4.6,35,17,80,11,61,1.667,23,2.923,64,4.583,83,3.933,75,2,5,2,65,40,81
West,Female,30-49,Postgraduate,White,Yes,Never been married,Agnostic,Never,Republican,"$75,000-$100,000",Conservative,4,Part-time employment,3.125,62,4.333,73,4.667,82,3.9,59,2.125,32,3.111,35,6.917,90,7.917,82,4.417,91,3.8,44,4.5,86,3,88,0,26,3,17,5,32,11,17,9,31,0,41,60,93,100,100,50,32,12,97,8,100,4,38,4.75,82,4.75,91,4,93,4.75,93,5,57,8,100,4,100,0.791,25,2092886.729,91,0.163,89,0.017,38,None,None,20,25,15,10,5.8,93,17,80,5,38,2.583,57,3.615,98,2.833,26,3.933,75,3.5,73,3,96,0,11
West,Male,50-64,Associate's degree,Black,Yes,Married,Agnostic,A few times a year,Democrat,"$100,000 or more",Liberal,4,Full-time employment,3.125,62,2.667,6,3.333,24,3.1,18,2.75,56,3,30,5.417,67,5.417,10,3.5,52,3.05,10,2.833,26,4,100,1,55,1,4,5,32,11,17,27,98,0,41,20,10,83.333,70,75,70,6,58,4,19,11,67,2.75,4,3,14,3.75,88,3.25,29,4,31,6,61,3,15,0.865,88,3002399773949950.5,100,-0.125,3,0.611,100,None,None,100,100,42,46,4.3,19,9,29,7,45,3.25,81,2.692,46,2.667,22,3.4,42,3.5,73,1,7,40,81
West,Male,30-49,College graduate/some postgrad,Other,Yes,Living with a partner,Agnostic,Never,Democrat,"Less than $30,000",Very liberal,2,Self-employed,3.25,67,4.222,68,5,100,4.8,97,2.375,42,4.389,89,4,27,6.417,31,4.583,94,2.9,6,4,68,4,100,2,71,9,100,11,100,26,99,11,43,7,79,60,93,66.667,33,100,100,5,48,8,100,5,42,5,100,3.75,45,2.5,45,2.25,7,6,91,8,100,4,100,0.864,87,0,40,0,52,0.511,91,0.692,33,100,100,28,18,4.8,47,10,39,10,57,1.5,18,3.077,76,5,100,1.933,2,1.667,2,2,65,40,81
South,Male,30-49,High school graduate,White,Yes,Living with a partner,Nothing in particular,Never,Republican,"$50,000-$75,000",Moderate,4,Full-time employment,2.125,26,4,56,3,15,3.1,18,4.25,94,1.667,4,4.167,32,7.75,77,2.75,21,3.8,44,2.5,20,1,38,1,55,7,64,6,49,15,42,17,78,7,79,40,65,33.333,4,25,9,5,48,5,26,28,94,4,40,4.25,72,2,25,4.75,93,3,15,3,20,4,100,0.776,17,1062705.865,90,-0.079,6,0,36,None,None,40,61,43,48,5.1,65,18,86,16,74,1.917,31,3.462,96,2.083,8,3.6,54,3.5,73,3,96,40,81
Northeast,Male,50-64,College graduate/some postgrad,White,Yes,Married,Roman Catholic,A few times a year,Independent,"$100,000 or more",Moderate,2,Full-time employment,4,90,3.333,22,4,53,4,64,2.25,37,2.944,27,6.417,85,6.917,48,3.667,60,3.95,55,4.5,86,3,88,3,88,7,64,10,92,23,90,12,50,7,79,40,65,100,100,100,100,10,88,8,100,11,67,4.75,82,4.75,91,3.25,73,4,64,5,57,6,61,4,100,0.811,40,0,40,0,52,0.206,69,0.405,13,60,77,48,73,4.7,41,19,90,2,21,2.167,41,3,70,2.833,26,2.267,5,4,92,1,7,40,81
Pacific,Female,30-49,College graduate/some postgrad,Asian,Yes,Married,Nothing in particular,Never,Democrat,"$75,000-$100,000",Moderate,2,Full-time employment,1.5,10,5,100,4,53,3.4,31,3,64,3.833,69,4.417,40,5.833,16,2.75,21,5,100,2.667,22,2,59,2,71,2,10,8,71,14,35,17,78,11,91,40,65,66.667,33,50,32,6,58,5,26,11,67,4.5,67,4.25,72,2.25,35,4.75,93,6,91,8,100,4,100,0.76,11,0,40,0,52,0.056,44,1.309,84,20,25,52,77,4.7,41,9,29,5,38,2.583,57,3.231,87,4.167,66,3.933,75,4,92,2,65,40,81
South,Female,30-49,"Some college, no degree",White,Yes,Married,Protestant,Seldom,Republican,"$100,000 or more",Conservative,3,Full-time employment,3.875,87,2.556,4,4,53,3.8,53,3.75,83,3.833,69,6.75,88,5.833,16,4,77,3.55,29,2.167,14,2,59,1,55,5,37,4,11,12,23,18,82,22,99,40,65,100,100,75,70,3,31,7,53,8,56,4,40,3.75,45,3.25,73,4.5,84,6,91,6,61,4,100,0.829,57,4.429,48,0.023,59,0.067,50,None,None,20,25,22,12,5,60,19,90,14,69,3.667,91,3.385,93,2.417,15,3.733,63,3.5,73,2,65,20,18
West,Male,65+,"Some college, no degree",White,Yes,Never been married,Atheist,Never,Democrat,"Less than $30,000",Liberal,1,Retired,3.75,83,4.667,87,4.889,92,3.7,46,2.375,42,3.667,61,4.333,37,7.417,65,4.25,86,4.1,64,4.5,86,3,88,2,71,9,100,5,32,19,69,6,19,0,41,40,65,83.333,70,100,100,7,66,8,100,3,32,4.5,67,4,60,2.25,35,2.75,15,6,91,6,61,4,100,0.664,1,0,40,0,52,0.067,50,None,None,60,77,55,89,4.8,47,10,39,5,38,1.667,23,2.615,39,4.167,66,4.2,87,2.333,12,2,65,40,81
South,Male,30-49,College graduate/some postgrad,White,Yes,Married,Protestant,Seldom,Independent,"$100,000 or more",Conservative,2,Full-time employment,2.125,26,3.333,22,4.111,58,3.2,22,2.125,32,3.444,50,3.583,15,6.083,22,3.917,72,3.35,19,4,68,2,59,0,26,3,17,4,11,9,8,-4,3,-5,21,40,65,66.667,33,100,100,4,39,6,36,0,12,4.25,52,3.5,32,2.75,55,4.25,74,4,31,4,33,4,100,0.842,70,0,40,0.3,96,-0.244,6,None,None,20,25,51,75,3.7,3,18,86,0,9,2.75,64,2.385,22,4.667,86,3.667,59,2.833,34,3,96,0,11
West,Male,30-49,"Some college, no degree",White,Yes,Married,Atheist,Never,Democrat,"$50,000-$75,000",Very liberal,3,Self-employed,1.75,15,4,56,3.778,41,3.1,18,3,64,2.722,20,3.833,21,6,19,3.667,60,3.8,44,4,68,2,59,2,71,7,64,9,82,20,74,19,87,5,72,40,65,83.333,70,100,100,6,58,7,53,8,56,4.25,52,3.75,45,2.75,55,3.5,40,7,100,8,100,4,100,0.866,88,0,40,0,52,0.25,75,0.604,27,20,25,31,22,4.3,19,8,18,9,54,2.333,47,3,70,3.167,36,3.867,71,3.167,55,3,96,40,81
South,Female,50-64,College graduate/some postgrad,White,Yes,Divorced,Protestant,Once a week,Democrat,"$100,000 or more",Liberal,2,Full-time employment,1.25,5,4.667,87,4.889,92,4.4,83,2.125,32,4.444,90,2.833,3,8.833,98,3.917,72,4.7,95,4.167,74,4,100,2,71,8,82,9,82,23,90,7,23,-4,23,40,65,66.667,33,75,70,10,88,8,100,15,77,4.75,82,4.5,83,1,3,3.75,50,4,31,6,61,4,100,0.883,95,0,40,0,52,0.033,41,None,None,100,100,36,35,4.9,53,8,18,12,64,1.833,28,3,70,4.5,79,3.4,42,2.333,12,2,65,40,81
South,Female,18-29,"Some college, no degree",White,Yes,Never been married,Other,Once a week,Republican,"$50,000-$75,000",Conservative,2,Part-time employment,3.375,71,3.333,22,3.889,47,3.3,26,3.875,86,3.111,35,4.333,37,6.083,22,2.917,26,4.15,67,2.167,14,3,88,3,88,5,37,5,32,16,49,9,31,-4,23,40,65,66.667,33,100,100,2,23,6,36,20,86,3.75,25,3.5,32,2.25,35,2.5,11,3,15,2,11,4,100,0.811,40,455.134,71,-0.108,5,0.222,70,None,None,20,25,46,69,4.6,35,17,80,23,87,2.083,38,2,6,2,7,3.267,34,3.667,81,2,65,40,81
Northeast,Female,30-49,College graduate/some postgrad,Asian,Yes,Married,Nothing in particular,Never,Democrat,"$75,000-$100,000",Very liberal,2,Full-time employment,1.25,5,3.222,18,4,53,3.9,59,4,89,3.556,55,4.583,44,7.917,82,3.083,33,4.9,99,4.667,90,1,38,0,26,9,100,5,32,15,42,20,89,2,49,0,6,83.333,70,50,32,1,18,8,100,4,38,5,100,4.5,83,4,93,5,100,6,91,7,80,4,100,0.844,71,195.76,65,0.038,65,0.361,84,None,None,0,13,0,7,4.4,24,9,29,12,64,1.167,8,2.692,46,4.75,89,4.733,99,4.167,95,2,65,20,18
Northeast,Male,50-64,Postgraduate,White,Yes,Married,Protestant,Once a week,Republican,"$100,000 or more",Very conservative,4,Full-time employment,3.375,71,4.444,78,4.333,67,4,64,2.5,47,3.222,41,6.75,88,7.25,59,3.917,72,2.95,7,4.333,81,1,38,1,55,4,27,6,49,12,23,18,82,-5,21,40,65,83.333,70,75,70,7,66,8,100,23,90,4.5,67,4.75,91,4.5,98,4.5,84,4,31,7,80,3,15,0.836,64,0.31,42,0.111,83,0.044,42,None,None,20,25,31,22,6.2,98,14,67,7,45,3.667,91,3.231,87,4.167,66,4.333,92,4.167,95,1,7,40,81
West,Male,30-49,"Some college, no degree",Other,Yes,Never been married,Nothing in particular,Seldom,Independent,"$50,000-$75,000",Moderate,1,Self-employed,2.875,52,3.778,44,3.111,17,3.8,53,2.625,51,3.444,50,4.917,54,6.75,41,3.667,60,3.15,12,4.167,74,1,38,3,88,3,17,5,32,12,23,14,62,0,41,40,65,50,10,25,9,9,81,5,26,9,60,4.75,82,4,60,2.75,55,3.25,29,5,57,2,11,4,100,0.847,74,13713779775.149,94,0.158,88,0.183,67,None,None,60,77,39,40,4.6,35,8,18,17,77,2.75,64,2.231,14,3.25,38,2.067,3,3.5,73,3,96,60,97
West,Female,30-49,"Some college, no degree",White,Yes,Married,Protestant,Once a week,Democrat,"$75,000-$100,000",Liberal,More than 4,Part-time employment,2.625,42,2.889,9,2.667,7,3.7,46,3.75,83,3.167,38,6.25,83,7,51,1.833,3,3.35,19,3.167,35,2,59,0,26,5,37,5,32,12,23,18,82,-3,26,40,65,100,100,75,70,5,48,5,26,33,97,3.25,11,3,14,2.75,55,3.25,29,4,31,2,11,2,6,0.85,76,None,None,None,None,None,None,None,None,20,25,48,73,5.9,95,21,97,28,92,3.583,89,3.385,93,2.25,11,4.533,96,3.667,81,2,65,40,81
South,Male,18-29,"Some college, no degree",White,Yes,Never been married,Roman Catholic,A few times a year,Democrat,"$100,000 or more",Very liberal,3,Student,1.75,15,4.444,78,2.778,9,4.1,69,3.75,83,3.333,46,3.25,8,7.25,59,4.583,94,4.25,73,5,100,3,88,1,55,6,49,8,71,18,63,15,67,5,72,40,65,83.333,70,75,70,9,81,3,12,2,25,3,7,3.75,45,1.5,11,3.25,29,6,91,8,100,4,100,0.83,58,0,40,0,52,0.261,76,0.324,9,0,13,29,19,4.6,35,19,90,11,61,1.417,16,2.769,52,3.083,33,3.133,26,4,92,3,96,20,18
West,Male,50-64,Postgraduate,Asian,Yes,Married,Agnostic,Seldom,Republican,"$100,000 or more",Conservative,4,Full-time employment,3.25,67,4.222,68,4.889,92,3.8,53,1.75,21,3.556,55,5.083,59,6.25,26,3.583,56,3.35,19,3.833,59,4,100,4,100,7,64,11,100,26,99,9,31,10,90,40,65,83.333,70,100,100,0,13,8,100,0,12,4,40,4,60,3.25,73,4.25,74,4,31,8,100,4,100,0.715,4,None,None,None,None,None,None,None,None,0,13,0,7,4.6,35,13,62,0,9,2.5,54,1.769,2,3.833,55,2.933,18,2.833,34,3,96,0,11
South,Male,18-29,College graduate/some postgrad,White,Yes,Never been married,Roman Catholic,Once or twice a month,Republican,"$30,000-$50,000",Conservative,4,Full-time employment,2.875,52,4,56,3.333,24,4.2,74,4.25,94,3.667,61,5.25,62,7.5,68,3.083,33,4.45,84,2.5,20,1,38,0,26,5,37,5,32,11,17,19,87,3,55,40,65,83.333,70,100,100,4,39,8,100,23,90,4.75,82,4,60,3,65,4,64,3,15,8,100,4,100,0.831,59,1062793.353,90,-0.021,15,-0.111,15,1.462,88,40,61,43,48,6.1,97,20,94,35,97,2.833,66,3,70,1.583,2,3.333,37,4.333,98,2,65,40,81
South,Male,30-49,Postgraduate,White,Yes,Married,Atheist,Never,Democrat,"$75,000-$100,000",Liberal,2,Full-time employment,2.875,52,2.667,6,3.222,21,4.1,69,2.625,51,3.111,35,7.167,93,4.75,4,2.083,5,3.1,11,3.667,52,3,88,1,55,3,17,7,61,14,35,21,91,23,99,0,6,83.333,70,100,100,2,23,4,19,1,19,4,40,3,14,3.75,88,2.5,11,6,91,7,80,4,100,0.896,98,0,40,0,52,0,36,None,None,0,13,0,7,5.6,87,11,48,0,9,3.417,85,2.846,58,5,100,4.4,93,2.333,12,3,96,0,11
South,Male,18-29,"Some college, no degree",Black,Yes,Never been married,Nothing in particular,Seldom,Independent,"$75,000-$100,000",Moderate,4,Student,3.625,79,2.889,9,3.778,41,3,15,3.375,74,3.111,35,8.75,100,8.917,98,3.583,56,2.95,7,3,31,0,12,1,55,2,10,7,61,10,12,14,62,0,41,40,65,66.667,33,75,70,7,66,4,19,0,12,3.25,11,4,60,3.5,81,3.5,40,6,91,2,11,2,6,0.734,6,398.065,69,0.039,65,0.361,84,None,None,40,61,20,11,4.2,15,9,29,3,27,3.417,85,2.462,27,2.833,26,3.4,42,3,45,2,65,20,18
Northeast,Male,30-49,High school graduate,White,Yes,Married,Agnostic,Never,Something else,"$30,000-$50,000",Very liberal,2,Full-time employment,3.5,75,3.667,38,2.889,12,3.9,59,2.625,51,3.833,69,3.417,11,6.583,36,2.333,11,3.9,51,3,31,3,88,2,71,3,17,5,32,13,29,23,95,-4,23,60,93,66.667,33,75,70,5,48,1,4,16,79,2.25,1,3,14,1,3,1.5,2,4,31,8,100,4,100,0.833,61,109.292,63,0.381,98,0.05,44,None,None,60,77,55,89,3.9,7,19,90,32,95,2.917,69,2.385,22,2.583,20,1.533,1,2.667,26,2,65,60,97
West,Female,30-49,College graduate/some postgrad,White,Yes,Married,Mormon,Once or twice a month,Independent,"$100,000 or more",Liberal,3,Full-time employment,2.5,37,4,56,4.889,92,3.1,18,2.625,51,3.167,38,3.333,10,6.25,26,3.75,64,3.8,44,3.833,59,3,88,1,55,7,64,8,71,19,69,6,19,5,72,40,65,100,100,100,100,11,93,7,53,1,19,4,40,4.5,83,1.75,17,3.75,50,7,100,8,100,4,100,0.829,57,0,40,0,52,0.267,77,None,None,20,25,37,37,5,60,9,29,2,21,2.5,54,2.538,33,3.417,42,3.667,59,3.333,64,3,96,40,81
South,Male,50-64,"Some college, no degree",Hispanic,Yes,Never been married,Protestant,Never,Democrat,"$30,000-$50,000",Moderate,1,Part-time employment,4.25,93,3.333,22,4.444,72,4.7,95,2.5,47,4.611,95,7.583,95,6.583,36,3.583,56,3.8,44,3.167,35,1,38,2,71,5,37,6,49,14,35,18,82,0,41,40,65,50,10,75,70,4,39,8,100,1,19,5,100,3.75,45,4,93,3.75,50,6,91,7,80,4,100,0.81,38,377.793,68,0.036,64,0.244,74,None,None,20,25,26,14,6.3,99,9,29,5,38,2.667,61,3.462,96,4.417,76,2.533,8,4,92,3,96,40,81
South,Male,50-64,Associate's degree,White,Yes,Widowed,Other,Never,Independent,"Less than $30,000",Very liberal,1,Part-time employment,2.75,47,2.889,9,4.222,62,4.2,74,2.125,32,4.111,81,4.167,32,5.333,8,3.833,68,3.5,26,5,100,0,12,2,71,8,82,11,100,21,80,18,82,24,100,40,65,83.333,70,25,9,3,31,8,100,6,47,5,100,3,14,1.25,6,1.25,1,5,57,8,100,4,100,0.87,89,-0.333,3,0.056,71,0.611,100,0.391,12,80,81,36,35,4,9,7,10,4,32,1.333,13,2.692,46,4.917,93,2.733,12,3.5,73,2,65,60,97
South,Male,30-49,Postgraduate,Asian,Yes,Married,Protestant,Once a week,Republican,"$75,000-$100,000",Conservative,4,Unemployed,2.625,42,3.667,38,4.222,62,3.4,31,3,64,3.722,64,4.667,47,5.167,6,3.917,72,3.55,29,2.833,26,2,59,2,71,7,64,11,100,22,85,17,78,4,60,40,65,100,100,75,70,1,18,8,100,22,89,4,40,4,60,3,65,4.25,74,6,91,7,80,4,100,0.796,28,41.841,60,0.019,58,0.172,65,0.626,28,100,100,84,98,4.2,15,7,10,13,67,1.833,28,1.923,4,3.333,40,3.267,34,3.333,64,3,96,20,18
West,Female,50-64,Associate's degree,White,Yes,Never been married,Other,Seldom,Republican,"$30,000-$50,000",Very conservative,1,Full-time employment,1.5,10,4,56,4,53,3,15,3.625,79,3.556,55,3.333,10,7,51,4,77,4.25,73,2.333,16,2,59,1,55,4,27,5,32,12,23,13,56,-7,11,40,65,50,10,50,32,9,81,7,53,10,64,4.75,82,4,60,2.5,45,4.25,74,6,91,5,47,1,2,0.825,52,0,40,0,52,0,36,None,None,40,61,45,66,5.9,95,5,2,17,77,2.25,43,2.923,64,2.5,17,4.333,92,4.167,95,3,96,40,81
West,Female,65+,Postgraduate,White,Yes,Married,Roman Catholic,Once or twice a month,Democrat,"$50,000-$75,000",Liberal,2,Self-employed,3.5,75,5,100,4.889,92,3.7,46,1.875,25,3.611,58,4.333,37,6.583,36,3.583,56,4.4,80,3.5,46,2,59,2,71,8,82,10,92,22,85,3,11,-5,21,60,93,100,100,50,32,6,58,8,100,4,38,4.75,82,5,100,3.25,73,4,64,5,57,4,33,4,100,0.798,29,0,40,0,52,0,36,None,None,100,100,55,89,5.7,90,7,10,2,21,1.333,13,2.769,52,4.167,66,4.333,92,2.333,12,3,96,60,97
West,Male,50-64,"Some college, no degree",White,Yes,Living with a partner,Protestant,Never,Independent,"$30,000-$50,000",Moderate,3,Retired,3.75,83,4.333,73,4,53,3.3,26,2.75,56,1.944,6,4.667,47,7.917,82,3.417,48,3.85,48,2.833,26,1,38,0,26,8,82,8,71,17,56,4,14,-9,9,60,93,83.333,70,100,100,2,23,6,36,3,32,4,40,3.5,32,2.75,55,4.5,84,6,91,3,20,2,6,0.849,76,1501199898164154,98,0.111,83,-0.039,23,None,None,80,81,53,79,5.2,71,21,97,19,81,4.417,98,3.154,82,2.667,22,4.133,85,4.5,99,3,96,40,81
Midwest,Female,30-49,Associate's degree,White,Yes,Married,Other,Never,Independent,"$30,000-$50,000",Very liberal,More than 4,Self-employed,3.25,67,4,56,3.556,32,3.6,41,3.25,71,3.611,58,4.417,40,6.667,39,4.167,82,4.1,64,4.833,93,2,59,2,71,6,49,9,82,19,69,16,73,10,90,60,93,100,100,75,70,6,58,3,12,5,42,4.5,67,3.5,32,3,65,4.25,74,5,57,7,80,4,100,0.884,95,8.944,55,0.048,68,0.178,66,0.615,27,40,61,32,24,4.9,53,7,10,17,77,2.833,66,3.231,87,2.917,28,3.667,59,3.833,87,2,65,40,81
South,Female,30-49,College graduate/some postgrad,White,Yes,Never been married,Agnostic,Seldom,Democrat,"$50,000-$75,000",Liberal,1,Self-employed,3.25,67,3.778,44,3.556,32,4.9,99,2.625,51,4.333,88,6.417,85,6.5,34,2.75,21,4.65,92,3.833,59,2,59,4,100,9,100,9,82,24,94,14,62,3,55,40,65,83.333,70,50,32,2,23,4,19,10,64,5,100,3.5,32,2.75,55,2.5,11,6,91,7,80,4,100,0.884,96,4735.523,81,0.05,68,0,36,0.888,55,60,77,48,73,4.5,29,7,10,1,15,3.667,91,2.385,22,3.667,50,2.933,18,3.833,87,2,65,20,18
Northeast,Female,65+,"Some college, no degree",Other,Yes,Divorced,Other,Never,Republican,"Less than $30,000",Conservative,1,Retired,2.75,47,4.222,68,4.222,62,3.8,53,2.125,32,4.056,79,3.75,19,8.417,92,4.667,95,3.5,26,4.333,81,1,38,2,71,8,82,5,32,16,49,4,14,-15,3,40,65,100,100,100,100,13,100,7,53,3,32,4.5,67,4,60,2.75,55,3.75,50,6,91,2,11,4,100,0.822,49,0,40,0,52,0,36,None,None,40,61,45,66,4.6,35,8,18,7,45,2.75,64,2.923,64,4,61,3.667,59,3,45,2,65,40,81
Northeast,Female,50-64,"Some college, no degree",White,Yes,Living with a partner,Protestant,Never,Democrat,"$100,000 or more",Very liberal,3,Full-time employment,2,22,4.111,62,4.667,82,4.3,78,1.875,25,4.611,95,4,27,6.833,45,3.25,41,4.8,97,5,100,4,100,3,88,9,100,11,100,27,100,10,38,2,49,40,65,83.333,70,75,70,3,31,8,100,0,12,5,100,3.5,32,2.5,45,3.75,50,6,91,5,47,4,100,0.836,64,0,40,0,52,-0.028,25,None,None,100,100,23,13,4.4,24,17,80,5,38,1.917,31,2.923,64,4.667,86,2.867,16,4.167,95,3,96,40,81
Northeast,Male,50-64,Associate's degree,Asian,Yes,Married,Atheist,Never,Independent,"$100,000 or more",Liberal,3,Full-time employment,3.75,83,2.556,4,4.667,82,4.6,92,2.5,47,4.889,99,5.083,59,4.917,4,3.75,64,4.35,78,4.333,81,4,100,4,100,9,100,10,92,27,100,15,67,3,55,40,65,83.333,70,100,100,5,48,8,100,3,32,5,100,4,60,3.5,81,3.5,40,6,91,8,100,4,100,0.823,51,0.31,42,0,52,-0.061,20,1.35,85,100,100,33,29,5.5,84,9,29,5,38,1.833,28,2.692,46,5,100,2.6,9,3.667,81,3,96,40,81
Midwest,Male,65+,Postgraduate,White,Yes,Married,Roman Catholic,Once or twice a month,Democrat,"$50,000-$75,000",Conservative,2,Full-time employment,3.625,79,4.444,78,4.778,87,4.2,74,1,4,4.333,88,6.25,83,8,85,3.5,52,2.75,4,4.167,74,3,88,0,26,9,100,11,100,23,90,12,50,5,72,40,65,66.667,33,50,32,11,93,7,53,0,12,4.75,82,5,100,3.5,81,5,100,6,91,8,100,4,100,0.823,51,2.715,46,-0.014,17,-0.256,5,None,None,60,77,45,66,6,96,10,39,0,9,1,4,3.385,93,4.667,86,1.333,0,1.667,2,4,100,0,11
South,Male,30-49,Postgraduate,White,Yes,Divorced,Atheist,Seldom,Democrat,"$30,000-$50,000",Very liberal,1,Full-time employment,4.125,92,4.333,73,4.444,72,4.8,97,3,64,4.444,90,4,27,7.833,80,4.5,92,4.7,95,4.5,86,3,88,4,100,8,82,9,82,24,94,18,82,32,100,40,65,100,100,100,100,5,48,7,53,3,32,4,40,3.75,45,1.75,17,2.25,7,6,91,8,100,4,100,0.812,41,4735.523,81,0.05,68,0.067,50,0.722,34,60,77,33,29,5.3,76,17,80,7,45,3.167,78,3.231,87,3.167,36,3.067,24,2.667,26,2,65,40,81
